web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700761509-5165","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - Mitternacht - 256GB - (Ohne Simlock) NEU / ohne Mwst. #Apple iPhone 13 - Mitternacht - 256GB - (Ohne Simlock) NEU / ohne Mwst. #","$937.17Fixed price","$0.00100% Free shipping","1","$937.17","–","Jul 1, 2023"
"1700761509-5166","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 (PRODUCT)RED - 256GB - (Ohne Simlock) NEU / ohne MwSt. #Apple iPhone 13 (PRODUCT)RED - 256GB - (Ohne Simlock) NEU / ohne MwSt. #","$951.73Fixed price","$0.00100% Free shipping","1","$951.73","–","Jul 19, 2023"
"1700761509-5167","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 (PRODUCT)RED - 256GB - (Ohne Simlock) NEU / ohne Mwst. #Apple iPhone 13 (PRODUCT)RED - 256GB - (Ohne Simlock) NEU / ohne Mwst. #","$885.75Fixed price","$0.00100% Free shipping","1","$885.75","–","Jul 23, 2023"
"1700761509-5168","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2633 (CDMA | GSM) - 256GB - Mitternacht (Ohne Simlock)...Apple iPhone 13 A2633 (CDMA | GSM) - 256GB - Mitternacht (Ohne Simlock)...","$647.35Auction","$6.020% Free shipping","1","$647.35","1","Aug 14, 2023"
"1700761509-5169","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 256GB - Starlight mit OVP wie neu (Ohne Simlock) Apple iPhone 13 - 256GB - Starlight mit OVP wie neu (Ohne Simlock)","$640.32Fixed price","$5.910% Free shipping","1","$640.32","–","Aug 26, 2023"
"1700761509-5170","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB Rosé ohne Simlock) (Dual-SIM) Kauf 25.11.2021 OVPApple iPhone 13 256GB Rosé ohne Simlock) (Dual-SIM) Kauf 25.11.2021 OVP","$586.09Auction","$5.960% Free shipping","1","$586.09","49","Sep 3, 2023"
"1700761509-5171","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256 GB pink rosa - Optisch wie neu  - defekt Restore ModeApple iPhone 13 256 GB pink rosa - Optisch wie neu  - defekt Restore Mode","$241.06Auction","$0.00100% Free shipping","1","$241.06","48","Sep 16, 2023"
"1700761509-5172","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256 GB pink rosa - Optisch wie neu  - defekt Startet selten neuApple iPhone 13 256 GB pink rosa - Optisch wie neu  - defekt Startet selten neu","$332.53Auction","$0.00100% Free shipping","1","$332.53","30","Sep 24, 2023"
"1700761509-5173","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB Midnight 5G Dual SIM (Ohne Simlock) A2633(GSM)Apple iPhone 13 256GB Midnight 5G Dual SIM (Ohne Simlock) A2633(GSM)","$507.14Auction","$5.810% Free shipping","1","$507.14","1","Oct 1, 2023"
"1700761509-5174","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2633 (CDMA + GSM) - 256GB - (PRODUCT)RED (Ohne Simlock)...Apple iPhone 13 A2633 (CDMA + GSM) - 256GB - (PRODUCT)RED (Ohne Simlock)...","$571.73Fixed price","$5.810% Free shipping","1","$571.73","–","Oct 1, 2023"
"1700761509-5175","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2633 - 256GB - (PRODUCT) RED (Ohne Simlock) (Dual-SIM)Apple iPhone 13 A2633 - 256GB - (PRODUCT) RED (Ohne Simlock) (Dual-SIM)","$473.87Auction","$5.780% Free shipping","1","$473.87","1","Oct 10, 2023"
"1700761509-5176","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageGSM) - 256GB - Blau (Ohne Simlock) (Dual-SIM)GSM) - 256GB - Blau (Ohne Simlock) (Dual-SIM)","$524.63Auction","$5.760% Free shipping","1","$524.63","9","Oct 5, 2023"
"1700761509-5177","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB Midnight Schwarz  19%MWST/ OVP/ HÄNDLERApple iPhone 13 256GB Midnight Schwarz  19%MWST/ OVP/ HÄNDLER","$869.13Fixed price","$0.00100% Free shipping","1","$869.13","–","Nov 16, 2023"
"1700761509-5178","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageGSM) - 256GB - Blau (Ohne Simlock) (Dual-SIM)GSM) - 256GB - Blau (Ohne Simlock) (Dual-SIM)","$483.16Fixed price","$5.770% Free shipping","1","$483.16","–","Oct 14, 2023"
"1700761509-5179","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2633 - 256GB - Grün - 99% Akku, Garantie ZubehörpaketApple iPhone 13 A2633 - 256GB - Grün - 99% Akku, Garantie Zubehörpaket","$602.86Fixed price","$5.810% Free shipping","1","$602.86","–","Oct 18, 2023"
"1700761509-5180","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageiPhone 13 Neuwertig - 256GB - Blau (Ohne Simlock) (Dual-SIM)iPhone 13 Neuwertig - 256GB - Blau (Ohne Simlock) (Dual-SIM)","$455.31Auction","$5.810% Free shipping","1","$455.31","1","Oct 21, 2023"
"1700761509-5181","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 256GB - Blue, sehr guter Zustand! Model A2633Apple iPhone 13 - 256GB - Blue, sehr guter Zustand! Model A2633","$514.15Auction","$5.070% Free shipping","1","$514.15","50","Oct 29, 2023"
"1700761509-5182","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 6,1"" 256GB Handy 2021 iCloudsperre Ersatzteil/DefektApple iPhone 13 6,1"" 256GB Handy 2021 iCloudsperre Ersatzteil/Defekt","$367.40Auction","$0.00100% Free shipping","1","$367.40","25","Oct 30, 2023"
"1700761509-5183","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 256GB - Starlight + Restgarantie (Ohne Simlock)Apple iPhone 13 - 256GB - Starlight + Restgarantie (Ohne Simlock)","$510.91Auction","$5.890% Free shipping","1","$510.91","25","Nov 5, 2023"
"1700761509-5184","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 256GB - Blue - 5G Dual SIM (Ohne Simlock) - A2633Apple iPhone 13 - 256GB - Blue - 5G Dual SIM (Ohne Simlock) - A2633","$513.06Auction","$5.890% Free shipping","1","$513.06","22","Nov 5, 2023"
"1700761509-5185","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageGSM) - 256GB - Grün (Ohne Simlock) (Dual-SIM)GSM) - 256GB - Grün (Ohne Simlock) (Dual-SIM)","$349.87Auction","$5.800% Free shipping","1","$349.87","23","Oct 31, 2023"
"1700761509-5186","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2482 256 GB Apple iPhone 13 A2482 256 GB","$456.10Auction","$5.880% Free shipping","1","$456.10","6","Nov 9, 2023"
"1700761509-5187","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2633 - 256GB - (PRODUCT) RED (Ohne Simlock) (Dual-SIM)Apple iPhone 13 A2633 - 256GB - (PRODUCT) RED (Ohne Simlock) (Dual-SIM)","$468.30Auction","$5.970% Free shipping","1","$468.30","9","Nov 16, 2023"
"1700761509-5188","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mitternacht  256Gb gebraucht Apple iPhone 13 Mitternacht  256Gb gebraucht","$473.62Auction","$5.980% Free shipping","1","$473.62","29","Nov 18, 2023"
"1700761509-5189","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 A2633 (CDMAApple iPhone 13 A2633 (CDMA","$620.59Fixed price","$5.980% Free shipping","1","$620.59","–","Nov 19, 2023"
"1700761509-5190","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera pink MLQ83ZD/A B-WAREAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera pink MLQ83ZD/A B-WARE","$791.20Fixed price","$6.140% Free shipping","1","$791.20","–","Jun 16, 2022"
"1700761509-5191","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB blauApple iPhone 13 256GB blau","$873.69Fixed price","$0.00100% Free shipping","1","$873.69","–","Sep 10, 2022"
"1700761509-5192","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera grün MNGL3ZD/A B-WAREAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera grün MNGL3ZD/A B-WARE","$789.29Fixed price","$0.00100% Free shipping","1","$789.29","–","Sep 22, 2022"
"1700761509-5193","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256 GB Blue 1/2 Jahr altApple iPhone 13 256 GB Blue 1/2 Jahr alt","$631.73Auction","$4.930% Free shipping","1","$631.73","47","Oct 6, 2022"
"1700761509-5194","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 256GB - Mitternacht (Ohne Simlock) mit OVP und Restgarantie Apple iPhone 13 - 256GB - Mitternacht (Ohne Simlock) mit OVP und Restgarantie","$786.13Auction","$7.310% Free shipping","1","$786.13","24","Oct 16, 2022"
"1700761509-5195","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256GB - 5G - ROT/RED Edition  MLK83ZD/A *NAGELNEU* mit OVPApple iPhone 13 Mini 256GB - 5G - ROT/RED Edition  MLK83ZD/A *NAGELNEU* mit OVP","$838.18Fixed price","$0.00100% Free shipping","1","$838.18","–","Nov 2, 2022"
"1700761509-5196","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB Rosé, MLQ83ZD/A, pinkApple iPhone 13 256GB Rosé, MLQ83ZD/A, pink","$732.45Auction","$0.00100% Free shipping","1","$732.45","72","Nov 24, 2022"
"1700761509-5197","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera blau MLQA3ZD/A B-WAREAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera blau MLQA3ZD/A B-WARE","$810.90Fixed price","$6.140% Free shipping","1","$810.90","–","Nov 25, 2022"
"1700761509-5198","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB Midnight iOS Smartphone Gebrauchtware gutApple iPhone 13 256GB Midnight iOS Smartphone Gebrauchtware gut","$808.68Fixed price","$0.00100% Free shipping","1","$808.68","–","Dec 7, 2022"
"1700761509-5199","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256GB Midnight iOS Smartphone wie neuApple iPhone 13 256GB Midnight iOS Smartphone wie neu","$797.88Fixed price","$0.00100% Free shipping","1","$797.88","–","Dec 14, 2022"
"1700761509-5200","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera grün MNGL3ZD/A B-WAREAPPLE iPhone 13 5G 256 GB 6,1 Zoll Duale 4K Kamera grün MNGL3ZD/A B-WARE","$831.39Fixed price","$6.300% Free shipping","1","$831.39","–","Jan 2, 2023"
