web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700761291-1676","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256 GB (PRODUCT) Red MLK83ZD/AApple iPhone 13 mini 256 GB (PRODUCT) Red MLK83ZD/A","$947.07Fixed price","$0.00100% Free shipping","1","$947.07","–","Mar 12, 2023"
"1700761291-1677","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple Iphone 13 Mini Starlight 256 GB Wie Neu Ohne Simlock BlitzversandApple Iphone 13 Mini Starlight 256 GB Wie Neu Ohne Simlock Blitzversand","$795.18Fixed price","$0.00100% Free shipping","1","$795.18","–","Jan 9, 2023"
"1700761291-1678","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Blau (Ohne Simlock) - Neu - OVPApple iPhone 13 mini - 256GB - Blau (Ohne Simlock) - Neu - OVP","$856.66Fixed price","$0.00100% Free shipping","1","$856.66","–","Feb 6, 2023"
"1700761291-1679","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple Iphone 13 Mini Grün Green 256 GB Neu Nicht aktiviert Ohne Simlock HandyApple Iphone 13 Mini Grün Green 256 GB Neu Nicht aktiviert Ohne Simlock Handy","$807.14Fixed price","$0.00100% Free shipping","1","$807.14","–","Feb 10, 2023"
"1700761291-1680","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Pink (Ohne Simlock)Apple iPhone 13 mini - 256GB - Pink (Ohne Simlock)","$828.55Fixed price","$0.00100% Free shipping","1","$828.55","–","Feb 20, 2023"
"1700761291-1681","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Mitternacht (Ohne Simlock) (Dual-SIM)Apple iPhone 13 mini - 256GB - Mitternacht (Ohne Simlock) (Dual-SIM)","$537.90Auction","$7.670% Free shipping","1","$537.90","12","Apr 26, 2023"
"1700761291-1682","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256 GB Blue Blau Wie Neu Ohne Simlock Smartphone HandyApple iPhone 13 Mini 256 GB Blue Blau Wie Neu Ohne Simlock Smartphone Handy","$741.97Fixed price","$0.00100% Free shipping","1","$741.97","–","Jun 16, 2023"
"1700761291-1683","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini A2628 (CDMA | GSM) - 256GB - Polarstern (Ohne Simlock)...Apple iPhone 13 mini A2628 (CDMA | GSM) - 256GB - Polarstern (Ohne Simlock)...","$485.41Fixed price","$5.920% Free shipping","1","$485.41","–","May 20, 2023"
"1700761291-1684","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE 13 MINI !256GB! - GrünAPPLE IPHONE 13 MINI !256GB! - Grün","$556.69Auction","$5.880% Free shipping","1","$556.69","14","May 28, 2023"
"1700761291-1685","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini A2628 (CDMA | GSM) - 256GB - Polarstern (Ohne Simlock)...Apple iPhone 13 mini A2628 (CDMA | GSM) - 256GB - Polarstern (Ohne Simlock)...","$699.21Fixed price","$5.910% Free shipping","1","$699.21","–","Jun 11, 2023"
"1700761291-1686","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB blau Smartphone ohne Vertrag - NeuApple iPhone 13 mini 256GB blau Smartphone ohne Vertrag - Neu","$841.34Fixed price","$0.00100% Free shipping","1","$841.34","–","Jun 22, 2023"
"1700761291-1687","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB grün ohne Simlock Gut - RefurbishedApple iPhone 13 mini 256GB grün ohne Simlock Gut - Refurbished","$632.72Fixed price","$0.00100% Free shipping","1","$632.72","–","Jun 27, 2023"
"1700761291-1688","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Grün (Ohne Simlock) (Dual-SIM)Apple iPhone 13 mini - 256GB - Grün (Ohne Simlock) (Dual-SIM)","$501.72Fixed price","$5.990% Free shipping","1","$501.72","–","Aug 17, 2023"
"1700761291-1689","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - silber (Ohne Simlock) (Dual-SIM)Apple iPhone 13 mini - 256GB - silber (Ohne Simlock) (Dual-SIM)","$519.92Fixed price","$5.770% Free shipping","1","$519.92","–","Oct 15, 2023"
"1700761291-1690","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini A2628 (CDMA | GSM) - 256GB - Polarstern (Ohne Simlock)...Apple iPhone 13 mini A2628 (CDMA | GSM) - 256GB - Polarstern (Ohne Simlock)...","$484.44Auction","$5.860% Free shipping","1","$484.44","40","Nov 12, 2023"
"1700761307-1691","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Blau iOS Smartphone 5,4 Zoll 12 MegapixelApple iPhone 13 mini 512GB Blau iOS Smartphone 5,4 Zoll 12 Megapixel","$953.55Fixed price","$0.00100% Free shipping","44","$41,956.11","–","Jul 13, 2023"
"1700761307-1692","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Pink Rose 5G 5,4"" A2628 IOS Smartphone NEU OVPApple iPhone 13 mini 512GB Pink Rose 5G 5,4"" A2628 IOS Smartphone NEU OVP","$894.89Fixed price","$0.00100% Free shipping","30","$26,846.74","–","Oct 10, 2022"
"1700761307-1693","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Mitternacht Schwarz 5G 5,4"" IOS Smartphone NEU OVPApple iPhone 13 mini 512GB Mitternacht Schwarz 5G 5,4"" IOS Smartphone NEU OVP","$938.41Fixed price","$0.00100% Free shipping","26","$24,398.61","–","Aug 5, 2022"
"1700761307-1694","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 512GB - Blau (Ohne Simlock) NEU & OVP Apple iPhone 13 mini - 512GB - Blau (Ohne Simlock) NEU & OVP","$929.69Fixed price","$0.00100% Free shipping","22","$20,453.17","–","Sep 10, 2022"
"1700761307-1695","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 512GB iOS Smartphone Schwarz Midnight - NeuwertigApple iPhone 13 Mini 512GB iOS Smartphone Schwarz Midnight - Neuwertig","$845.59Fixed price","$0.00100% Free shipping","18","$15,220.57","–","Apr 14, 2023"
"1700761307-1696","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Blau Blue 5,4"" A2628 IOS Smartphone NEU OVPApple iPhone 13 mini 512GB Blau Blue 5,4"" A2628 IOS Smartphone NEU OVP","$932.87Fixed price","$0.00100% Free shipping","17","$15,858.78","–","Sep 21, 2022"
"1700761307-1697","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Polarstern Starlight Weiß 5G 5,4"" IOS NEU OVPApple iPhone 13 mini 512GB Polarstern Starlight Weiß 5G 5,4"" IOS NEU OVP","$956.35Fixed price","$0.00100% Free shipping","15","$14,345.22","–","Oct 7, 2022"
"1700761307-1698","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Grün Green 5,4"" IOS Smartphone NEU OVPApple iPhone 13 mini 512GB Grün Green 5,4"" IOS Smartphone NEU OVP","$912.02Fixed price","$0.00100% Free shipping","11","$10,032.25","–","Oct 7, 2022"
"1700761307-1699","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128 256 512Rot Weiß Schwarz Blau Rose Grün SEHR GUTApple iPhone 13 Mini 128 256 512Rot Weiß Schwarz Blau Rose Grün SEHR GUT","$800.48Fixed price","$0.00100% Free shipping","10","$8,004.84","–","Jul 31, 2023"
"1700761307-1700","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Mitternacht, NEU SonstigeApple iPhone 13 mini 512GB Mitternacht, NEU Sonstige","$915.85Fixed price","$0.00100% Free shipping","10","$9,158.49","–","Oct 29, 2023"
"1700761307-1701","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Mitternacht - Zustand: BrandneuApple iPhone 13 mini 512GB Mitternacht - Zustand: Brandneu","$1,058.34Fixed price","$0.00100% Free shipping","10","$10,583.36","–","Sep 14, 2022"
"1700761307-1702","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Polarstern - Zustand: BrandneuApple iPhone 13 mini 512GB Polarstern - Zustand: Brandneu","$997.14Fixed price","$0.00100% Free shipping","10","$9,971.35","–","Sep 3, 2022"
"1700761307-1703","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Rot - Zustand: BrandneuApple iPhone 13 mini 512GB Rot - Zustand: Brandneu","$895.30Fixed price","$0.00100% Free shipping","10","$8,952.98","–","Sep 8, 2022"
"1700761307-1704","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128GB 256GB 512GB alle Farben 5,4 Zoll 5G iOS Smartphone Apple iPhone 13 Mini 128GB 256GB 512GB alle Farben 5,4 Zoll 5G iOS Smartphone","$732.33Fixed price","$1.6090% Free shipping","10","$7,323.28","–","Nov 18, 2023"
"1700761307-1705","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini Smartphone Neu vom Händler ohne SIMlock + OVPApple iPhone 13 Mini Smartphone Neu vom Händler ohne SIMlock + OVP","$934.76Fixed price","$0.00100% Free shipping","10","$9,347.55","–","Feb 10, 2023"
"1700761307-1706","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 512GB Rot PRODUCT RED 5G 5,4"" IOS Smartphone NEU OVPApple iPhone 13 mini 512GB Rot PRODUCT RED 5G 5,4"" IOS Smartphone NEU OVP","$918.02Fixed price","$0.00100% Free shipping","9","$8,262.21","–","Sep 22, 2022"
"1700761307-1707","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple IPHONE 13 Mini 5G 512GB Neu Original Smartphone (Product) RotApple IPHONE 13 Mini 5G 512GB Neu Original Smartphone (Product) Rot","$889.59Fixed price","$0.00100% Free shipping","8","$7,116.69","–","Nov 14, 2023"
"1700761307-1708","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 128 256 Rot Weiß Schwarz Blau Rose Grün Refurbished-WIE NEUApple iPhone 13 Mini 128 256 Rot Weiß Schwarz Blau Rose Grün Refurbished-WIE NEU","$876.47Fixed price","$0.00100% Free shipping","7","$6,135.26","–","Jul 13, 2023"
